,Fields Medals,Abel Prizes,Winner Country,Winner Result,Winner per Capita Country,Winner per Capita Result,Winner per 100 Million Inhabitants Result
0,55,19,United States,43.0,France,3.183777797052268e-07,31.837777970522676
